Mode,HACP (h),Total REC Cost (€),Total PV Installed (kW),PV Investment (€),Total BESS Installed (kW),BESS Investment (€)
3,8.2,925.039,116.49357084874248,22.341232765512252,3.4540276583004266,0.7570471579836552
3,8.3,925.392,116.1510403216903,22.27554197950225,3.727970300876937,0.8170893810141232
3,8.4,925.49,116.87589292439401,22.41455480741803,3.7490338533321834,0.82170605004541
3,8.5,926.0,117.07365835876998,22.45248242496959,3.902867109071795,0.8554229280157357
3,8.6,926.075,110.9501039519842,21.27810212777779,4.5254603516811684,0.9918817209164205
3,8.7,925.973,117.43148884733854,22.52110745017451,4.181208110536916,0.9164291749122007
3,8.8,926.279,119.42204739496444,22.90285840451373,4.174077446647201,0.9148662896760988
3,8.9,926.433,117.79348703788418,22.590531760690112,4.462790988754183,0.9781459701379032
3,9.0,926.618,117.37223318246625,22.50974335006202,4.639586848358272,1.0168957475853746
3,9.1,926.868,117.44461124651744,22.523624074674576,4.78571724359505,1.0489243273632987
3,9.2,926.954,118.32242882983184,22.691972652296514,4.874232139776332,1.0683248525537166
3,9.3,927.398,117.27296965665958,22.490706509496356,5.1162971972334885,1.1213802076128192
3,9.4,927.489,118.59497345838693,22.744241485170093,5.184104407428633,1.1362420619021663
3,9.5,927.654,118.87095911783169,22.797170241775945,5.300910342370521,1.1618433627113474
3,9.6,927.781,118.61641141354204,22.74835287382998,5.462376655000087,1.1972332394520737
3,9.7,928.099,118.14123920991662,22.6572239580662,5.665080548062114,1.2416614899862166
3,9.8,928.201,119.45175978558746,22.90855667120855,5.752690290360517,1.2608636252844967
3,9.9,928.365,119.21966087912848,22.86404455216163,5.882692725942082,1.2893573097955249
3,10.0,928.516,117.99490865444848,22.629160563866833,6.136191005412897,1.3449185765288538
3,10.1,928.797,117.91044727644547,22.6129624913731,6.334790570665211,1.3884472483649777
3,10.2,929.161,119.73737373737374,22.96333194963332,6.307853403739138,1.382543211778441
3,10.3,929.23,119.73737373737373,22.963331949633314,6.493339750164946,1.4231977534608102
3,10.4,929.23,118.95400993555747,22.813097795860333,6.69003613146509,1.4663092890882385
3,10.5,929.499,119.73737373737374,22.963331949633314,6.77187122871775,1.4842457487600549
3,10.6,929.811,119.73737373737374,22.96333194963332,6.916288887752723,1.5158989343019666
3,10.7,929.843,117.17455356727437,22.471832190984127,7.263241564948695,1.5919433567010837
3,10.8,930.131,119.73737373737374,22.96333194963332,7.222988422255327,1.583120750083359
3,10.9,930.265,119.73737373737373,22.963331949633318,7.384267737185727,1.618469641027009
3,11.0,930.397,119.73737373737374,22.96333194963332,7.532371352181762,1.6509307073275095
3,11.1,930.622,120.28464721181456,23.068288506375392,7.631576578434824,1.6726743185610573
3,11.2,930.798,120.85411091896205,23.177500724184505,7.740122570697462,1.696465220974786
3,11.3,931.235,119.73737373737374,22.963331949633318,8.008703219972755,1.7553322125967683
3,11.4,931.118,116.9275832743144,22.42446802521098,8.354817284671203,1.8311928295169757
3,11.5,931.43,119.89931978547617,22.994390095844743,8.341234352906174,1.828215748582175
3,11.6,931.536,119.10635790910034,22.8423152154439,8.498641358562374,1.862715914205452
3,11.7,931.757,119.73737373737376,22.96333194963332,8.634388617050126,1.892468737983589
3,11.8,932.03,119.20824974171943,22.861856114850305,8.961620899651809,1.964190882115465
3,11.9,932.068,117.74096014511265,22.580458110021606,9.056357190824997,1.9849550007287664
3,12.0,932.248,119.73737373737373,22.963331949633314,9.072266687766103,1.9884420137569538
3,12.1,932.654,119.73737373737374,22.96333194963332,9.223100029864032,2.0215013764085548
3,12.2,932.717,120.07414046698428,23.027917349832602,9.366056683579517,2.052834341606469
3,12.3,933.14,122.61661388542868,23.515514991726047,9.320803209859262,2.0429157720239477
3,12.4,933.024,119.19372660961191,22.859070856637903,9.72086721975118,2.130601034466012
3,12.5,933.216,119.46807519193364,22.911685653247545,9.86311097056419,2.1617777469729726
3,12.6,933.382,119.73737373737374,22.963331949633318,9.998265308263225,2.191400615509748
3,12.7,933.619,119.73737373737373,22.963331949633318,10.156370916544347,2.2260538995165686
3,12.8,934.052,120.65631894064099,23.13956801601334,10.21576919073695,2.239072699339605
3,12.9,933.989,119.73737373737372,22.963331949633314,10.454259448702055,2.2913445367018204
3,13.0,934.215,120.02441267056615,23.01838051216337,10.591383878227308,2.3213992061868067
3,13.1,934.649,119.73737373737376,22.96333194963332,10.816839738888989,2.3708141893455315
3,13.2,934.745,119.73737373737373,22.963331949633318,10.91690625672309,2.3927465768160197
3,13.3,934.714,119.73636363636363,22.96313823163138,11.088065494784603,2.4302609303637484
3,13.4,935.132,119.73737373992773,22.963331950123127,11.238578813106793,2.463250150817927
3,13.5,935.065,118.95484436503374,22.813257823431126,11.409715467518266,2.500759554524551
3,13.6,935.489,119.73737373737373,22.96333194963332,11.583113423366669,2.5387645859433787
3,13.7,935.527,119.73737373737376,22.96333194963332,11.674653778562087,2.5588282254382655
3,13.8,935.833,119.73737373737373,22.96333194963332,11.828616819311652,2.5925735494381703
3,13.9,935.993,119.73737373737374,22.96333194963332,11.978390969774521,2.6254007604985254
3,14.0,936.127,119.73737373737373,22.963331949633314,12.130620709372021,2.658766182876059
3,14.1,936.509,120.11412007015542,23.03558467098871,12.279816810342119,2.691466698157176
3,14.2,936.627,119.73737373737372,22.963331949633318,12.469701206184084,2.7330851958759634
3,14.3,936.701,121.36176140152202,23.274858350976828,12.451041424914173,2.7289953808031058
3,14.4,936.796,119.73737373737376,22.96333194963332,12.744784503539197,2.7933774254332486
3,14.5,937.177,119.73737373737374,22.963331949633318,12.950199717844958,2.8383999381577985
3,14.6,937.207,119.73737373737374,22.96333194963332,13.073419084771327,2.8654069226896053
3,14.7,937.36,119.39918400652608,22.898473645087194,13.23271560961615,2.9003212295049092
3,14.8,937.669,119.73737373737373,22.963331949633318,13.366757359786583,2.9297002432408945
3,14.9,938.026,119.73737373737374,22.963331949633318,13.551955623273802,2.970291643457271
3,15.0,938.083,119.73737373737373,22.96333194963332,13.694096596600842,3.001445829391965
3,15.1,938.071,119.48762452430256,22.915434840277204,13.844469545014949,3.0344042838388923
3,15.2,938.744,119.73737373737373,22.963331949633318,13.973322284872566,3.0626459802460415
3,15.3,938.446,119.73737373737373,22.963331949633314,14.154261586490762,3.102303909367838
3,15.4,938.918,121.30478865666582,23.263932071141394,14.151164183348708,3.1016250264873877
3,15.5,939.216,121.30718628973982,23.264391891182974,14.319066191295278,3.1384254665852658
3,15.6,939.322,119.73737373737374,22.96333194963332,14.629445713392421,3.20645385499012
3,15.7,939.265,119.7359595959596,22.963060744430607,14.752729634339989,3.233474988348491
3,15.8,939.489,119.45124647386925,22.90845822786533,14.934489450982815,3.2733127563797946
3,15.9,939.716,119.73737373737372,22.963331949633314,15.06248073893735,3.301365641410926
3,16.0,939.857,119.73737373737373,22.96333194963332,15.226332905670453,3.3372784450784554
3,16.1,940.222,119.89619823841359,22.993791442983422,15.382020142561787,3.3714016750820353
3,16.2,940.37,119.73737373737373,22.963331949633318,15.557791154300105,3.4099268283397492
3,16.3,940.453,119.73737373737373,22.963331949633318,15.713314429354648,3.4440141215023883
3,16.4,941.097,123.65606134588704,23.714861080033135,15.531065475186217,3.4040691452462943
3,16.5,940.953,119.73737373737372,22.963331949633314,16.018905698736837,3.510993029860128
3,16.6,941.152,119.73737373737373,22.963331949633314,16.171869566230075,3.544519356981934
3,16.7,941.289,119.73737373737373,22.963331949633318,16.410132245579916,3.5967413140997073
3,16.8,941.635,122.18060414077061,23.431896684531353,16.2912468453243,3.570684240071079
3,16.9,941.669,120.71781528587498,23.151361835647254,16.557597663723442,3.6290625016380145
3,17.0,942.034,122.86739263058973,23.56360954559255,16.52832177402135,3.622645868278652
3,17.1,942.008,119.81005174982295,22.97727019859618,16.953432463185955,3.715820813848976
3,17.2,942.415,119.73737373737373,22.963331949633314,17.225833520949816,3.775525155276672
3,17.3,942.539,120.36642231504621,23.08397140288557,17.22291147377581,3.774884706580999
3,17.4,942.551,119.73737373737374,22.96333194963332,17.440542452521527,3.822584647128006
3,17.5,942.919,120.12783931523454,23.038215759086075,17.58054824204519,3.8532708475715487
3,17.6,943.085,120.71406375089276,23.150642363184915,17.65499197039993,3.869587281183547
3,17.7,943.296,121.01169662842807,23.2077226410684,17.835363746249552,3.909120821095792
3,17.8,943.486,119.73737373737373,22.963331949633314,18.068665759698437,3.960255508974999
3,17.9,943.708,120.0884685028539,23.03066519232815,18.207669317080217,3.9907220420997733
3,18.0,944.138,122.14800067604435,23.42564396526878,18.202260530219355,3.9895365545686254
3,18.1,943.926,119.73737373737373,22.96333194963332,18.528735703801313,4.061092756997549
3,18.2,944.132,119.73737373737373,22.963331949633318,18.733350999635086,4.105939945125499
3,18.3,944.585,121.98544541311487,23.3944689833371,18.654785008422756,4.088720001846083
3,18.4,944.57,119.73737373737374,22.96333194963332,19.053361728715252,4.176079283006082
3,18.5,945.03,119.73737373737367,22.963331949633307,19.15747211403069,4.198897997595768
3,18.6,944.957,120.3331868268605,23.077597473644477,19.313759125748913,4.233152685095652
3,18.7,945.094,119.7373737373737,22.963331949633314,19.531393913900573,4.280853460580947
3,18.8,945.371,119.73737373737373,22.963331949633318,19.6721178621088,4.311697065667682
3,18.9,945.738,119.73737373737374,22.96333194963332,19.860545242266397,4.352996217483046
3,19.0,946.094,113.79714540301714,21.824110077290953,20.52976637946604,4.499674822896666
3,19.1,945.901,120.53526307854669,23.116351823282923,20.076051894302427,4.400230552175874
3,19.2,946.286,119.73737368370814,22.963331939341288,20.35688130901978,4.4617822047166635
3,19.3,946.3,119.73737373737373,22.963331949633318,20.454886013177394,4.483262687819702
3,19.4,946.628,119.73737373737372,22.963331949633318,20.57448264882297,4.509475649057088
3,19.5,946.756,120.98720544277776,23.20302570135464,20.651747968908758,4.526410513733426
3,19.6,946.899,119.90618523169944,22.99570675676427,20.9015159634684,4.581154183773895
3,19.7,947.495,121.76883030656919,23.352926360163952,20.961792220222385,4.594365418130933
3,19.8,947.752,121.54636875193862,23.310262500371785,21.08822880246948,4.622077545746735
3,19.9,947.677,122.16923618520758,23.42971652866995,21.224737875773396,4.651997342635266
3,20.0,947.859,121.38167306569102,23.278677026296908,21.351399323995707,4.679758755944265
3,20.1,947.912,120.53526307886274,23.11635182334354,21.670669720758667,4.7497358292073795
3,20.2,948.244,119.73737373737373,22.963331949633318,21.847981755777532,4.788598740992335
3,20.3,948.61,124.10956705351734,23.80183477738689,21.60688014247204,4.7357545517746935
3,20.4,948.76,122.58376599093845,23.50921539552244,21.88668175545387,4.797080932702218
3,20.5,948.931,123.33160515073834,23.652636604251185,22.041025811601045,4.830909766926257
3,20.6,949.081,119.93605141058498,23.001434517098488,22.4805565708033,4.927245275792504
3,20.7,949.29,121.72197653893974,23.34394070609803,22.48202438283557,4.9275669880187545
3,20.8,949.609,124.35515941763106,23.848934682833352,22.37563931135256,4.904249712077273
3,20.9,949.516,121.5173621501348,23.30469959043681,22.800703927862106,4.997414559531419
3,21.0,949.717,119.73737373737374,22.963331949633318,23.09626725522686,5.062195562789449
3,21.1,950.214,124.82776376854818,23.939571133694173,22.793058771090838,4.995738908732237
3,21.2,950.383,124.30873949393103,23.840032231712797,22.985747396119894,5.0379720320262775
3,21.3,950.472,122.96495492225037,23.582320122075412,23.285553872226306,5.103683040487958
3,21.4,950.859,124.2484537297484,23.82847057830791,23.334613445164585,5.114435823597717
3,21.5,950.758,120.4763518032615,23.105053770488507,23.82709846852142,5.222377746525242
3,21.6,951.269,123.02270257530978,23.593395014442965,23.713906082642715,5.197568456469635
3,21.7,951.298,121.80493171657311,23.359849918246898,24.019114515632076,5.2644634554810015
3,21.8,951.691,124.45138761094029,23.867389404837866,23.91706436322815,5.242096298789731
3,21.9,951.62,121.86269505659043,23.370927819072136,24.232474026178195,5.311227183819878
3,22.0,951.928,121.7721230303308,23.353557841433304,24.480985932430645,5.365695546834114
3,22.1,952.212,121.52019765668683,23.305243386213913,24.63414978367966,5.399265706011981
3,22.2,952.54,124.84908740036326,23.943660597329938,24.505796201291314,5.371133413981658
3,22.3,952.433,120.59733360540588,23.128255759940853,25.03597779659149,5.487337599252929
3,22.4,952.725,120.65799544284751,23.139889536984455,25.19889095982186,5.523044593933559
3,22.5,952.805,121.72935774860908,23.345356280555166,25.275238696303674,5.539778344395327
3,22.6,953.025,122.84575425107465,23.55945971938418,25.299963727221495,5.545197529254026
3,22.7,953.301,121.78298405375887,23.35564077743321,25.59413388030261,5.609673179244407
3,22.8,953.534,120.64963818255859,23.138286774737267,25.865420938652,5.669133356416876
3,22.9,953.723,120.86230414316574,23.179072027456442,25.96375770109855,5.690686619418861
3,23.0,953.92,120.74268182834123,23.156130761599684,26.091927050818143,5.718778531686168
3,23.1,954.006,122.5928211354524,23.51095199857991,26.10099068909782,5.720765082541988
3,23.2,954.207,121.72538479218706,23.344594343707108,26.398771544803637,5.786032119409016
3,23.3,954.486,122.23045095462292,23.44145634746193,26.45795972502418,5.799004871238175
3,23.4,954.619,122.06775074068257,23.410253566706242,26.632174599435498,5.837188953300931
3,23.5,955.01,122.73265993962353,23.537770399379852,26.673780651272654,5.84630808795017
3,23.6,955.019,121.94656989373492,23.38701340427793,26.96585231213202,5.910323794439895
3,23.7,955.233,122.89109452883997,23.56815511511999,27.065508487804415,5.932166243902337
3,23.8,955.478,122.45152476145384,23.48385406384046,27.236327185221892,5.969605958404797
3,23.9,955.909,125.31693339134637,24.033384486011634,27.10504884035427,5.940832622543401
3,24.0,956.176,119.73737373737373,22.963331949633314,27.760119993841027,6.0844098616637865
